اندیشه‌اش	اندیشه‌	اندیشه	اش
موتورسیکلت‌هایشان	موتورسیکلت‌های	موتورسیکلت	شان
زندانیانش	زندانیان	زندانی	ش
آینده‌ام	آینده‌	آینده	ام
قلبم	قلب	قلب	م
سویت	سو	سو	یت
همسرم	همسر	همسر	م
قدمش	قدم	قدم	ش
درونش	درون	درون	ش
حالتان	حال	حال	تان
دلم	دل	دل	م
خونتان	خون	خون	تان
ساعتتان	ساعت	ساعت	تان
جواهراتتان	جواهرات	جواهر	تان
خودم	خود	خودم	م
خودت	خود	خودت	ت
خودشان	خود	خودشان	شان
تخیلم	تخیل	تخیل	م
دست‌هایشان	دست‌های	دست	شان
کاپشنشان	کاپشن	کاپشن	شان
شوهرم	شوهر	شوهر	م
خودت	خود	خودت	ت
خودم	خود	خودم	م
توانم	توان	توان	م
فلسفه‌اش	فلسفه‌	فلسفه	اش
پدرتان	پدر	پدر	تان
کارتان	کار	کار	تان
خودت	خود	خودت	ت
سخنش	سخن	سخن	ش
کردارش	کردار	کردار	ش
خودمان	خود	خودمان	مان
جانشان	جان	جان	شان
خودتان	خود	خودتان	تان
حالت	حال	حال	ت
یادم	یاد	یاد	م
پسرم	پسر	پسر	م
لب‌هایم	لب‌های	لب	م
مادرت	مادر	مادر	ت
پدرت	پدر	پدر	ت
هدیه‌ام	هدیه‌	هدیه	ام
پدرم	پدر	پدر	م
ذهنت	ذهن	ذهن	ت
گذشته‌ات	گذشته‌	گذشته	ات
دورش	دور	دور	ش
رفتارم	رفتار	رفتار	م
باورم	باور	باور	م
خودت	خود	خودت	ت
عمرش	عمر	عمر	ش
فرحمان	فرح	فرح	مان
کارتان	کار	کار	تان
زندگی‌ام	زندگی‌	زندگی	ام
دیدارش	دیدار	دیدار	ش
دیدارش	دیدار	دیدار	ش
خودتان	خود	خودتان	تان
خانواده‌اش	خانواده‌	خانواده	اش
شکمش	شکم	شکم	ش
تنفسش	تنفس	تنفس	ش
محبوبش	محبوب	محبوب	ش
حضرتش	حضرت	حضرت	ش
سرعتم	سرعت	سرعت	م
بازوانشان	بازوان	بازو	شان
دامنت	دامن	دامن	ت
دلش	دل	دل	ش
نفرتم	نفرت	نفرت	م
ساعتم	ساعت	ساعت	م
چشمانش	چشمان	چشم	ش
کردن‌هایش	کردن‌های	کردن	ش
چشمانشان	چشمان	چشم	شان
چشم‌هایت	چشم‌های	چشم	ت
چشم‌هایم	چشم‌های	چشم	م
درونش	درون	درون	ش
خودتان	خود	خودتان	تان
شهرتان	شهر	شهر	تان
خانه‌شان	خانه‌	خانه	شان
چشمانشان	چشمان	چشم	شان
پیشانی‌اش	پیشانی‌	پیشانی	اش
مدادهایش	مدادهای	مداد	ش
پیغمبرانشان	پیغمبران	پیغمبر	شان
صورت‌هایمان	صورت‌های	صورت	مان
دوستی‌هایمان	دوستی‌های	دوستی	مان
کارهایم	کارهای	کار	م
لیاقتش	لیاقت	لیاقت	ش
خودت	خود	خودت	ت
فکرش	فکر	فکر	ش
دوستانم	دوستان	دوست	م
حضورتان	حضور	حضور	تان
مغزشان	مغز	مغز	شان
خودت	خود	خودت	ت
صدایش	صدا	صدا	یش
پسرش	پسر	پسر	ش
عروسش	عروس	عروس	ش
پسرم	پسر	پسر	م
اسمش	اسم	اسم	ش
همسرش	همسر	همسر	ش
گوسفندانمان	گوسفندان	گوسفند	مان
حصیرش	حصیر	حصیر	ش
خودش	خود	خودش	ش
پاهایش	پاهای	پا	ش
زانوهایش	زانوهای	زانو	ش
خودت	خود	خودت	ت
پلک‌هایش	پلک‌های	پلک	ش
عشقش	عشق	عشق	ش
دردهایش	دردهای	درد	ش
چشمانت	چشمان	چشم	ت
دلم	دل	دل	م
پیکرت	پیکر	پیکر	ت
خانه‌ات	خانه‌	خانه	ات
روانم	روان	روان	م
کعبه‌ات	کعبه‌	کعبه	ات
نگاهشان	نگاه	نگاه	شان
چهره‌ام	چهره‌	چهره	ام
دهانت	دهان	دهان	ت
درونت	درون	درون	ت
اشک‌هایت	اشک‌های	اشک	ت
فلاشش	فلاش	فلاش	ش
سالخوردگی‌ام	سالخوردگی‌	سالخوردگی	ام
خواسته‌هایتان	خواسته‌های	خواسته	تان
ارتباطاتمان	ارتباطات	ارتباط	مان
دخترم	دختر	دختر	م
خودت	خود	خودت	ت
کشورم	کشور	کشور	م
جانش	جان	جان	ش
پسرم	پسر	پسر	م
اره‌هایشان	اره‌های	اره	شان
جانم	جان	جان	م
پدرم	پدر	پدر	م
خودتان	خود	خودتان	تان
دلت	دل	دل	ت
وجدانتان	وجدان	وجدان	تان
همسرش	همسر	همسر	ش
منطقشان	منطق	منطق	شان
هواپیماهایشان	هواپیماهای	هواپیما	شان
والدینتان	والدین	والد	تان
بدنم	بدن	بدن	م
عقلشان	عقل	عقل	شان
مهارتش	مهارت	مهارت	ش
ذهنمان	ذهن	ذهن	مان
صدایمان	صدا	صدا	یمان
درونم	درون	درون	م
خواهرش	خواهر	خواهر	ش
دلمان	دل	دل	مان
قلبم	قلب	قلب	م
انتظارش	انتظار	انتظار	ش
برادرش	برادر	برادر	ش
همسفرشان	همسفر	همسفر	شان
سویش	سو	سو	یش
طرفش	طرف	طرف	ش
سرم	سر	سر	م
خاندانش	خاندان	خاندان	ش
یادم	یاد	یاد	م
اشتباهت	اشتباه	اشتباه	ت
رکوردم	رکورد	رکورد	م
دل‌هایمان	دل‌های	دل	مان
سرم	سر	سر	م
برادرم	برادر	برادر	م
زخم‌هایش	زخم‌های	زخم	ش
مادرم	مادر	مادر	م
زخم‌هایمان	زخم‌های	زخم	مان
دستت	دست	دست	ت
هندسه‌شان	هندسه‌	هندسه	شان
ریاضیاتشان	ریاضیات	ریاضیات	شان
کنجکاوی‌ات	کنجکاوی‌	کنجکاوی	ات
خودم	خود	خودم	م
خودم	خود	خودم	م
امکانش	امکان	امکان	ش
خودت	خود	خودت	ت
خودشان	خود	خودشان	شان
آرامگاهم	آرامگاه	آرامگاه	م
بدرقه‌اش	بدرقه‌	بدرقه	اش
نیروهایشان	نیروهای	نیرو	شان
خودت	خود	خودت	ت
زندگی‌اش	زندگی‌	زندگی	اش
صورتش	صورت	صورت	ش
مدیریتش	مدیریت	مدیریت	ش
گفتارشان	گفتار	گفتار	شان
پدرمان	پدر	پدر	مان
پروردگارم	پروردگار	پروردگار	م
رسالتم	رسالت	رسالت	م
کشورم	کشور	کشور	م
زندگی‌شان	زندگی‌	زندگی	شان
زمانم	زمان	زمان	م
خودش	خود	خودش	ش
خودش	خود	خودش	ش
تحریرش	تحریر	تحریر	ش
لباس‌هایشان	لباس‌های	لباس	شان
روحت	روح	روح	ت
کتابم	کتاب	کتاب	م
مرغت	مرغ	مرغ	ت
پاهایم	پاهای	پا	م
پاهایم	پاهای	پا	م
وجودت	وجود	وجود	ت
زندگی‌ات	زندگی‌	زندگی	ات
همسرش	همسر	همسر	ش
دلم	دل	دل	م
قلبت	قلب	قلب	ت
تولدشان	تولد	تولد	شان
خودت	خود	خودت	ت
حقتان	حق	حق	تان
خاطره‌هایمان	خاطره‌های	خاطره	مان
مردانش	مردان	مرد	ش
خودش	خود	خودش	ش
ترسشان	ترس	ترس	شان
خانه‌ات	خانه‌	خانه	ات
مشاورش	مشاور	مشاور	ش
دوستانش	دوستان	دوست	ش
نظراتش	نظرات	نظر	ش
نوشته‌هایش	نوشته‌های	نوشته	ش
دستم	دست	دست	م
خودمان	خود	خودمان	مان
خودم	خود	خودم	م
پرسشت	پرسش	پرسش	ت
پروردگارم	پروردگار	پروردگار	م
کمبودهایمان	کمبودهای	کمبود	مان
وکیلم	وکیل	وکیل	م
خودتان	خود	خودتان	تان
خودش	خود	خودش	ش
یادم	یاد	یاد	م
دعایم	دعا	دعا	یم
قلبش	قلب	قلب	ش
رستورانش	رستوران	رستوران	ش
خودتان	خود	خودتان	تان
جهادمان	جهاد	جهاد	مان
متحدینش	متحدین	متحد	ش
برادرانش	برادران	برادر	ش
دعوایمان	دعوا	دعوا	یمان
سخنانم	سخنان	سخن	م
خواهرم	خواهر	خواهر	م
عمرم	عمر	عمر	م
توانمندی‌هایتان	توانمندی‌های	توانمندی	تان
تجربیاتم	تجربیات	تجربه	م
پایش	پا	پا	یش
فرزندتان	فرزند	فرزند	تان
رفتارت	رفتار	رفتار	ت
پدرم	پدر	پدر	م
برادرانت	برادران	برادر	ت
خودمان	خود	خودمان	مان
قلبم	قلب	قلب	م
چشمش	چشم	چشم	ش
شکمش	شکم	شکم	ش
ریه‌اش	ریه‌	ریه	اش
فرزندانمان	فرزندان	فرزند	مان
حرفشان	حرف	حرف	شان
همسرمان	همسر	همسر	مان
امنیتشان	امنیت	امنیت	شان
کشورمان	کشور	کشور	مان
خودش	خود	خودش	ش
خانواده‌تان	خانواده‌	خانواده	تان
تصمیمتان	تصمیم	تصمیم	تان
خودش	خود	خودش	ش
حجیتش	حجیت	حجیت	ش
همسرش	همسر	همسر	ش
پروردگارشان	پروردگار	پروردگار	شان
جوارحش	جوارح	جوارح	ش
گوشتش	گوشت	گوشت	ش
دارایی‌شان	دارایی‌	دارایی	شان
سرش	سر	سر	ش
مویش	مو	مو	یش
خاندانش	خاندان	خاندان	ش
جانش	جان	جان	ش
وجودش	وجود	وجود	ش
روحمان	روح	روح	مان
روزم	روز	روز	م
نورش	نور	نور	ش
بندگانت	بندگان	بنده	ت
دلم	دل	دل	م
تابلوهایش	تابلوهای	تابلو	ش
بدنمان	بدن	بدن	مان
دشمنانت	دشمنان	دشمن	ت
خودمان	خود	خودمان	مان
قبرش	قبر	قبر	ش
کنارش	کنار	کنار	ش
قلمم	قلم	قلم	م
گردنش	گردن	گردن	ش
گردنش	گردن	گردن	ش
کشورمان	کشور	کشور	مان
همکارانش	همکاران	همکار	ش
زندگی‌اش	زندگی‌	زندگی	اش
رویش	رو	رو	یش
خودمان	خود	خودمان	مان
دلم	دل	دل	م
مادرم	مادر	مادر	م
خودم	خود	خودم	م
خودتان	خود	خودتان	تان
خودش	خود	خودش	ش
شوهرش	شوهر	شوهر	ش
سراغش	سراغ	سراغ	ش
کارهایمان	کارهای	کار	مان
پادشاهش	پادشاه	پادشاه	ش
پرداختش	پرداخت	پرداخت	ش
معلممان	معلم	معلم	مان
رویش	رو	رو	یش
همه‌مان	همه‌	همه	مان
مادرم	مادر	مادر	م
رفتارم	رفتار	رفتار	م
فرزندانشان	فرزندان	فرزند	شان
ازدواجتان	ازدواج	ازدواج	تان
اشتیاقش	اشتیاق	اشتیاق	ش
جانش	جان	جان	ش
شعرش	شعر	شعر	ش
پرستشت	پرستش	پرستش	ت
خودم	خود	خودم	م
دلم	دل	دل	م
گذارشان	گذار	گذار	شان
شعرشان	شعر	شعر	شان
جدش	جد	جد	ش
یارانش	یاران	یار	ش
سینه‌اش	سینه‌	سینه	اش
دستش	دست	دست	ش
رفتارش	رفتار	رفتار	ش
بدنش	بدن	بدن	ش
دشمنانش	دشمنان	دشمن	ش
جلویشان	جلو	جلو	یشان
خودش	خود	خودش	ش
دستم	دست	دست	م
پدرش	پدر	پدر	ش
لب‌هایش	لب‌های	لب	ش
مژه‌هایش	مژه‌های	مژه	ش
تعهداتشان	تعهدات	تعهد	شان
مدیرمان	مدیر	مدیر	مان
نفسش	نفس	نفس	ش
سینه‌اش	سینه‌	سینه	اش
برادرم	برادر	برادر	م
روحمان	روح	روح	مان
اطلاعاتی‌اش	اطلاعاتی‌	اطلاعاتی	اش
نیازش	نیاز	نیاز	ش
بدنش	بدن	بدن	ش
انگشتش	انگشت	انگشت	ش
بدنشان	بدن	بدن	شان
بدنشان	بدن	بدن	شان
دستش	دست	دست	ش
موهایم	موهای	مو	م
دستش	دست	دست	ش
مادرم	مادر	مادر	م
خودمان	خود	خودمان	مان
عمه‌ام	عمه‌	عمه	ام
شانه‌اش	شانه‌	شانه	اش
همسرتان	همسر	همسر	تان
یارانش	یاران	یار	ش
کشورمان	کشور	کشور	مان
فرزندانتان	فرزندان	فرزند	تان
اسمشان	اسم	اسم	شان
اکرانش	اکران	اکران	ش
پدرم	پدر	پدر	م
اسبم	اسب	اسب	م
نامش	نام	نام	ش
فرزندم	فرزند	فرزند	م
خدایش	خدا	خدا	یش
خانه‌مان	خانه‌	خانه	مان
پدرم	پدر	پدر	م
سینه‌ام	سینه‌	سینه	ام
شادی‌هایشان	شادی‌های	شادی	شان
موهایم	موهای	مو	م
سرشان	سر	سر	شان
موهایم	موهای	مو	م
موهایم	موهای	مو	م
مادرم	مادر	مادر	م
پسرت	پسر	پسر	ت
بسترم	بستر	بستر	م
کلاه‌خودش	کلاه‌خود	کلاه‌خود	ش
دست‌هایش	دست‌های	دست	ش
لب‌هایم	لب‌های	لب	م
سینه‌اش	سینه‌	سینه	اش
عزایم	عزا	عزا	یم
سمتشان	سمت	سمت	شان
شناسنامه‌ام	شناسنامه‌	شناسنامه	ام
همکارانش	همکاران	همکار	ش
پدرم	پدر	پدر	م
دستش	دست	دست	ش
یارشان	یار	یار	شان
همسرم	همسر	همسر	م
روحتان	روح	روح	تان
خوشش	خوش	خوش	ش
پنجره‌هایتان	پنجره‌های	پنجره	تان
پیشکسوتانش	پیشکسوتان	پیشکسوت	ش
خودشان	خود	خودشان	شان
مشتریانشان	مشتریان	مشتری	شان
گونه‌هایش	گونه‌های	گونه	ش
ناخنش	ناخن	ناخن	ش
ریاضی‌اش	ریاضی‌	ریاضی	اش
یادش	یاد	یاد	ش
ناخن‌هایش	ناخن‌های	ناخن	ش
صورتش	صورت	صورت	ش
مادرش	مادر	مادر	ش
راهم	راه	راه	م
سلاممان	سلام	سلام	مان
قلبم	قلب	قلب	م
دندان‌هایتان	دندان‌های	دندان	تان
داستانش	داستان	داستان	ش
کارش	کار	کار	ش
حلقش	حلق	حلق	ش
روزه‌اش	روزه‌	روزه	اش
فرزندانمان	فرزندان	فرزند	مان
پدرت	پدر	پدر	ت
مادرش	مادر	مادر	ش
پشتش	پشت	پشت	ش
آستین‌هایش	آستین‌های	آستین	ش
جیبم	جیب	جیب	م
دلم	دل	دل	م
دلم	دل	دل	م
زانوهایم	زانوهای	زانو	م
دست‌هایم	دست‌های	دست	م
زانوانم	زانوان	زانو	م
آغوشم	آغوش	آغوش	م
حریفانتان	حریفان	حریف	تان
خانه‌شان	خانه‌	خانه	شان
موبایلش	موبایل	موبایل	ش
گناهم	گناه	گناه	م
جانشینانش	جانشینان	جانشین	ش
خودمان	خود	خودمان	مان
خاطرم	خاطر	خاطر	م
خانه‌ام	خانه‌	خانه	ام
فرزندانم	فرزندان	فرزندان	م
خودم	خود	خودم	م
خودش	خود	خودش	ش
ضعفم	ضعف	ضعف	م
کمبودهایتان	کمبودهای	کمبود	تان
سرم	سر	سر	م
پایم	پا	پا	یم
گلویم	گلو	گلو	یم
سالگی‌ات	سالگی‌	سالگی	ات
پدرم	پدر	پدر	م
باورم	باور	باور	م
دوستم	دوست	دوست	م
خودتان	خود	خودتان	تان
دهنم	دهن	دهن	م
خودمان	خود	خودمان	مان
خودم	خود	خودم	م
پاهایش	پاهای	پا	ش
نگاهشان	نگاه	نگاه	شان
صدایم	صدا	صدا	یم
شاخه‌هایش	شاخه‌های	شاخه	ش
پدرتان	پدر	پدر	تان
خانواده‌اش	خانواده‌	خانواده	اش
وصیتنامه‌اش	وصیتنامه‌	وصیتنامه	اش
نوه‌اش	نوه‌	نوه	اش
دلمان	دل	دل	مان
عزیزانمان	عزیزان	عزیز	مان
وجودت	وجود	وجود	ت
صدایش	صدا	صدا	یش
سربازانش	سربازان	سرباز	ش
صدایت	صدا	صدا	یت
خودش	خود	خودش	ش
ضریحت	ضریح	ضریح	ت
روستاهایشان	روستاهای	روستا	شان
خیالم	خیال	خیال	م
انقلابمان	انقلاب	انقلاب	مان
پسرم	پسر	پسر	م
چروکش	چروک	چروک	ش
خودمان	خود	خودمان	مان
ذهنم	ذهن	ذهن	م
خودم	خود	خودم	م
بیمارانش	بیماران	بیمار	ش
خودم	خود	خودم	م
معده‌ام	معده‌	معده	ام
خودرویتان	خودرو	خودرو	یتان
خودرویتان	خودرو	خودرو	یتان
پیروانشان	پیروان	پیرو	شان
جانمان	جان	جان	مان
عمویم	عمو	عمو	یم
برادرم	برادر	برادر	م
دلشان	دل	دل	شان
بازیکنانشان	بازیکنان	بازیکن	شان
بدنش	بدن	بدن	ش
پنجره‌ات	پنجره‌	پنجره	ات
پسرم	پسر	پسر	م
گوشم	گوش	گوش	م
آغوشم	آغوش	آغوش	م
خودم	خود	خودم	م
خودتان	خود	خودتان	تان
سازمانتان	سازمان	سازمان	تان
پاهایتان	پاهای	پا	تان
عشقت	عشق	عشق	ت
دوستتان	دوست	دوست	تان
خودش	خود	خودش	ش
نگاهت	نگاه	نگاه	ت
دلم	دل	دل	م
افسردگی‌هایت	افسردگی‌های	افسردگی	ت
بادبادکم	بادبادک	بادبادک	م
خودشان	خود	خودشان	شان
مادرم	مادر	مادر	م
پیشگاهش	پیشگاه	پیشگاه	ش
گازشان	گاز	گاز	شان
ذهنم	ذهن	ذهن	م
سؤالاتم	سؤالات	سؤال	م
خانه‌هایشان	خانه‌های	خانه	شان
میهنشان	میهن	میهن	شان
خودش	خود	خودش	ش
رهگیریشان	رهگیری	رهگیری	شان
قراردادش	قرارداد	قرارداد	ش
سرودش	سرود	سرود	ش
فرزندتان	فرزند	فرزند	تان
پولشان	پول	پول	شان
پدرم	پدر	پدر	م
سرشان	سر	سر	شان
نگاهمان	نگاه	نگاه	مان
اطرافمان	اطراف	اطراف	مان
رخصتم	رخصت	رخصت	م
کنارت	کنار	کنار	ت
نظرشان	نظر	نظر	شان
نظرش	نظر	نظر	ش
روزه‌اش	روزه‌	روزه	اش
نمازش	نماز	نماز	ش
نظرت	نظر	نظر	ت
جانشان	جان	جان	شان
زندگی‌ام	زندگی‌	زندگی	ام
ماندنش	ماندن	ماندن	ش
باورش	باور	باور	ش
پدرش	پدر	پدر	ش
نظرم	نظر	نظر	م
نظرشان	نظر	نظر	شان
دلت	دل	دل	ت
دلم	دل	دل	م
وجودم	وجود	وجود	م
دستانش	دستان	دست	ش
سیگارش	سیگار	سیگار	ش
سرش	سر	سر	ش
برابرم	برابر	برابر	م
تیغ‌هایتان	تیغ‌های	تیغ	تان
خونم	خون	خون	م
خودتان	خود	خودتان	تان
گیرش	گیر	گیر	ش
خودش	خود	خودش	ش
دانشمان	دانش	دانش	مان
شفاعتم	شفاعت	شفاعت	م
خویشاوندانش	خویشاوندان	خویشاوند	ش
مرگش	مرگ	مرگ	ش
سخنش	سخن	سخن	ش
وحشتم	وحشت	وحشت	م
خودش	خود	خودش	ش
شانه‌هایشان	شانه‌های	شانه	شان
مادرم	مادر	مادر	م
سالم	سال	سال	م
شانه‌هایتان	شانه‌های	شانه	تان
خودش	خود	خودش	ش
فامیلش	فامیل	فامیل	ش
خویش	خو	خو	یش
زندگی‌اش	زندگی‌	زندگی	اش
موبایلتان	موبایل	موبایل	تان
اثرش	اثر	اثر	ش
بدنش	بدن	بدن	ش
بندگانت	بندگان	بنده	ت
ذهنش	ذهن	ذهن	ش
ذهنش	ذهن	ذهن	ش
ذهنم	ذهن	ذهن	م
ذهنتان	ذهن	ذهن	تان
پدرم	پدر	پدر	م
خودش	خود	خودش	ش
مادرش	مادر	مادر	ش
ذهنمان	ذهن	ذهن	مان
خودتان	خود	خودتان	تان
ذهنشان	ذهن	ذهن	شان
خودتان	خود	خودتان	تان
باشگاهتان	باشگاه	باشگاه	تان
بادبادک‌هایشان	بادبادک‌های	بادبادک	شان
افکارش	افکار	افکار	ش
خودش	خود	خودش	ش
ذهنم	ذهن	ذهن	م
اشتباهاتش	اشتباهات	اشتباه	ش
ذهنش	ذهن	ذهن	ش
همسرتان	همسر	همسر	تان
روحش	روح	روح	ش
طعمه‌هایشان	طعمه‌های	طعمه	شان
قلبم	قلب	قلب	م
خودم	خود	خودم	م
دوستانم	دوستان	دوست	م
رفتارشان	رفتار	رفتار	شان
خودمان	خود	خودمان	مان
بداخلاقی‌هایم	بداخلاقی‌های	بداخلاقی	م
دوستانم	دوستان	دوست	م
حوصله‌اش	حوصله‌	حوصله	اش
سایه‌مان	سایه‌	سایه	مان
خودمان	خود	خودمان	مان
افسانه‌هایش	افسانه‌های	افسانه	ش
چشم‌هایتان	چشم‌های	چشم	تان
مشکلاتتان	مشکلات	مشکل	تان
درونتان	درون	درون	تان
کودکانمان	کودکان	کودک	مان
هم‌نوعانشان	هم‌نوعان	هم‌نوع	شان
رحمتش	رحمت	رحمت	ش
چشمانم	چشمان	چشم	م
انتقادمان	انتقاد	انتقاد	مان
دوستم	دوست	دوست	م
برادرتان	برادر	برادر	تان
پسرمان	پسر	پسر	مان
محبوبتان	محبوب	محبوب	تان
دست‌هایشان	دست‌های	دست	شان
دلم	دل	دل	م
دلم	دل	دل	م
خاطراتت	خاطرات	خاطره	ت
گردنش	گردن	گردن	ش
پیرانتان	پیران	پیر	تان
کودکانتان	کودکان	کودک	تان
حرمتش	حرمت	حرمت	ش
خودم	خود	خودم	م
نفس‌هایم	نفس‌های	نفس	م
روحم	روح	روح	م
شکنجه‌اش	شکنجه‌	شکنجه	اش
چشمتان	چشم	چشم	تان
نگاهم	نگاه	نگاه	م
کشورش	کشور	کشور	ش
خانه‌اش	خانه‌	خانه	اش
لشکریانش	لشکریان	لشکری	ش
لطیفه‌هایشان	لطیفه‌های	لطیفه	شان
همسرتان	همسر	همسر	تان
صحبت‌هایتان	صحبت‌های	صحبت	تان
خودتان	خود	خودتان	تان
محضرش	محضر	محضر	ش
خودش	خود	خودش	ش
معیارهایت	معیارهای	معیار	ت
دشمنانت	دشمنان	دشمن	ت
موهایمان	موهای	مو	مان
سرمان	سر	سر	مان
پدرم	پدر	پدر	م
موهایش	موهای	مو	ش
شانه‌هایش	شانه‌های	شانه	ش
پیدایش	پیدا	پیدا	یش
مردمش	مردم	مردم	ش
شاگردش	شاگرد	شاگرد	ش
خونتان	خون	خون	تان
کلیه‌هایتان	کلیه‌های	کلیه	تان
جوانانمان	جوانان	جوان	مان
فرزندانمان	فرزندان	فرزند	مان
برادرم	برادر	برادر	م
عزیزم	عزیز	عزیز	م
تجربه‌هایمان	تجربه‌های	تجربه	مان
پایش	پا	پا	یش
گنبدش	گنبد	گنبد	ش
نصیبش	نصیب	نصیب	ش
جفتمان	جفت	جفت	مان
شقیقه‌هایمان	شقیقه‌های	شقیقه	مان
دستانمان	دستان	دست	مان
گلویش	گلو	گلو	یش
پدرش	پدر	پدر	ش
اشاره‌ام	اشاره‌	اشاره	ام
شقیقه‌ام	شقیقه‌	شقیقه	ام
سرزمین‌هایشان	سرزمین‌های	سرزمین	شان
نظرم	نظر	نظر	م
تیمم	تیم	تیم	م
دستم	دست	دست	م
صورتش	صورت	صورت	ش
خودمان	خود	خودمان	مان
فوتبالش	فوتبال	فوتبال	ش
تعدادشان	تعداد	تعداد	شان
پدرشان	پدر	پدر	شان
خودشان	خود	خودشان	شان
خودمان	خود	خودمان	مان
نمازم	نماز	نماز	م
نیازم	نیاز	نیاز	م
وجودت	وجود	وجود	ت
رفتارش	رفتار	رفتار	ش
خودشان	خود	خودشان	شان
فرزندانش	فرزندان	فرزند	ش
رحمتش	رحمت	رحمت	ش
ستمکارانتان	ستمکاران	ستمکار	تان
پروردگارت	پروردگار	پروردگار	ت
مخالفینتان	مخالفین	مخالف	تان
فرزندانتان	فرزندان	فرزند	تان
خودتان	خود	خودتان	تان
کالاهایت	کالاهای	کالا	ت
خودش	خود	خودش	ش
اختیارتان	اختیار	اختیار	تان
ایمیل‌هایتان	ایمیل‌های	ایمیل	تان
دشمنانشان	دشمنان	دشمن	شان
دینش	دین	دین	ش
کارتان	کار	کار	تان
تیمشان	تیم	تیم	شان
خاطره‌هایشان	خاطره‌های	خاطره	شان
مقابلش	مقابل	مقابل	ش
خودش	خود	خودش	ش
فهرستش	فهرست	فهرست	ش
آرزوهایتان	آرزوهای	آرزو	تان
خودش	خود	خودش	ش
سرشان	سر	سر	شان
صحبت‌هایم	صحبت‌های	صحبت	م
خودش	خود	خودش	ش
ذهنم	ذهن	ذهن	م
عملشان	عمل	عمل	شان
خودمان	خود	خودمان	مان
عملشان	عمل	عمل	شان
زادگاهش	زادگاه	زادگاه	ش
خودت	خود	خودت	ت
نعمتش	نعمت	نعمت	ش
کارش	کار	کار	ش
روستایتان	روستا	روستا	یتان
اسبش	اسب	اسب	ش
تنهایی‌مان	تنهایی‌	تنهایی	مان
خانه‌مان	خانه‌	خانه	مان
بازگشتش	بازگشت	بازگشت	ش
تیمشان	تیم	تیم	شان
رهگذرش	رهگذر	رهگذر	ش
حرفه‌ام	حرفه‌	حرفه	ام
مدرسه‌اش	مدرسه‌	مدرسه	اش
گوشم	گوش	گوش	م
یارانشان	یاران	یار	شان
کوچه‌مان	کوچه‌	کوچه	مان
خودم	خود	خودم	م
کارگرهایش	کارگرهای	کارگر	ش
تکلیفم	تکلیف	تکلیف	م
مشتم	مشت	مشت	م
عشقت	عشق	عشق	ت
دلم	دل	دل	م
پدرش	پدر	پدر	ش
خودم	خود	خودم	م
بدنش	بدن	بدن	ش
خودش	خود	خودش	ش
کتابش	کتاب	کتاب	ش
شدنش	شدن	شدن	ش
فریادش	فریاد	فریاد	ش
خودت	خود	خودت	ت
باورم	باور	باور	م
لحظه‌لحظه‌اش	لحظه‌لحظه‌	لحظه‌لحظه	اش
دلم	دل	دل	م
خودش	خود	خودش	ش
موهایتان	موهای	مو	تان
دستتان	دست	دست	تان
کارهایت	کارهای	کار	ت
زمین‌هایشان	زمین‌های	زمین	شان
فرقم	فرق	فرق	م
خانواده‌هایشان	خانواده‌های	خانواده	شان
قرآنم	قرآن	قرآن	م
دوستیشان	دوستی	دوستی	شان
زندگی‌تان	زندگی‌	زندگی	تان
پایم	پا	پا	یم
چشمانش	چشمان	چشم	ش
دندان‌هایتان	دندان‌های	دندان	تان
خودشان	خود	خودشان	شان
مادرم	مادر	مادر	م
همسرتان	همسر	همسر	تان
اظهاراتش	اظهارات	اظهار	ش
خودش	خود	خودش	ش
نگاهش	نگاه	نگاه	ش
دستم	دست	دست	م
میزش	میز	میز	ش
حرفش	حرف	حرف	ش
سیگارم	سیگار	سیگار	م
میزش	میز	میز	ش
اداهایش	اداهای	ادا	ش
حرفش	حرف	حرف	ش
شنیدنش	شنیدن	شنیدن	ش
درزش	درز	درز	ش
خودش	خود	خودش	ش
اقم	اق	اق	م
تابستانم	تابستان	تابستان	م
عمارتش	عمارت	عمارت	ش
خودش	خود	خودش	ش
اسمش	اسم	اسم	ش
حرفشان	حرف	حرف	شان
کوچه‌شان	کوچه‌	کوچه	شان
دلتان	دل	دل	تان
دلش	دل	دل	ش
خودشان	خود	خودشان	شان
کدامشان	کدام	کدام	شان
سرعتم	سرعت	سرعت	م
خودشان	خود	خودشان	شان
دستشان	دست	دست	شان
دستشان	دست	دست	شان
تلفنش	تلفن	تلفن	ش
خودم	خود	خودم	م
نوکرشان	نوکر	نوکر	شان
خودمان	خود	خودمان	مان
خودم	خود	خودم	م
میزم	میز	میز	م
چشم‌هایم	چشم‌های	چشم	م
طرفش	طرف	طرف	ش
یارش	یار	یار	ش
چشمانش	چشمان	چشم	ش
عضلاتش	عضلات	عضله	ش
حریرش	حریر	حریر	ش
چادرش	چادر	چادر	ش
چشمانش	چشمان	چشم	ش
ورم	ور	ور	م
سرتان	سر	سر	تان
پدرم	پدر	پدر	م
ناراحتی‌ام	ناراحتی‌	ناراحتی	ام
پدرم	پدر	پدر	م
منزلمان	منزل	منزل	مان
خانواده‌ام	خانواده‌	خانواده	ام
کودکی‌ام	کودکی‌	کودکی	ام
پدرم	پدر	پدر	م
دلم	دل	دل	م
شوهرم	شوهر	شوهر	م
مادرمان	مادر	مادر	مان
